year	session	type	session_title	n_participants
2015	1023946	Paper Session	Gender and Executive Leadership	8
2015	1023947	Paper Session	Gender, Empowerment, and Political Economy	7
2015	1023956	Paper Session	The Origins of Political Knowledge and Political Attitudes	7
2015	1023963	Paper Session	Politics of Governance and Policy Implementation	7
2015	1023965	Paper Session	Understanding Public Sector Performance	7
2015	1023967	Paper Session	The Case of Education in Public Management Research	5
2015	1023973	Paper Session	Contracting for Public Goods and Services	5
2015	1023975	Paper Session	Public Management and K-12 Education	7
2015	1023977	Paper Session	Human Resources in the Public Sector	5
2015	1023979	Paper Session	Managing Human Capital in the Public Sector	5
2015	1023981	Paper Session	Governance and Service Provision	7
2015	1023986	Poster Session	Poster Session: Public Administration	4
2015	1024205	Paper Session	New Abortion Politics	8
2015	1024207	Paper Session	Women, Gender, Sexuality and Social Movements	8
2015	1024208	Paper Session	Information Environment Effects	8
2015	1024240	Paper Session	Reconsidering Gender, Diversity, and Access to Public Office	8
2015	1024265	Poster Session	Poster Session: Women and Politics	14
2015	1024266	Paper Session	Anything but Ordinary: Unconventional Political Participation and Violence	5
2015	1024313	Paper Session	At Face Value: Appearance Effects and Candidate Evaluations	6
2015	1024364	Poster Session	Poster Session: Political Psychology	9
2015	1024385	Poster Session	Poster Session: Urban Politics	7
2015	1024425	Poster Session	Poster Session: Foundations of Political Theory	17
2015	1024480	Paper Session	Campaigns, Issue Salience, Candidate Quality, and Democratic Accountability	7
2015	1024498	Paper Session	Authority Migration in Federal Systems	6
2015	1024514	Paper Session	Federalism, Policy, and Partisanship	8
2015	1024577	Paper Session	Not Just the Facts…	8
2015	1024578	Paper Session	"""Trust Me, I Didn't Mean to See Political Information..."""	7
2015	1024580	Paper Session	Innovations in Political Communication Research, both Empirical and Normative	7
2015	1024582	Paper Session	Nothing Controversial Here: Climate Change, Vaccines & the Affordable Care Act	6
2015	1024583	Paper Session	Why (Global) Media Systems Matter	7
2015	1024584	Paper Session	Communication in Legislative and Executive Elections, both State and National	8
2015	1024585	Paper Session	New Data Sources (and Interesting Papers!) in Political Communication	8
2015	1024587	Poster Session	Poster Session: Political Communication	9
2015	1024611	Paper Session	Digital Media and Campaigns both Domestic and Abroad	8
2015	1024626	Full Panel	Gender in Contemporary Japanese Politics	7
2015	1024634	Full Panel	Society for Romanian Studies	6
2015	1024665	Full Panel	Ireland: Where Are We Now?	7
2015	1024676	Full Panel	Responses to Political Corruption: the Anti-Corruption Record	6
2015	1024698	Roundtable	Roundtable on the Work and Legacy of Harry V. Jaffa	5
2015	1024700	Roundtable	Roundtable on the Jaffa-Berns Debate	6
2015	1024703	Roundtable	Roundtable on the Work and Legacy of Walter Berns	6
2015	1024716	Full Panel	Medieval Jewish Political Philosophy and the Question of Rootedness	6
2015	1024726	Full Panel	Compassion, Cruelty, and the Virtues of the Enlightenment	7
2015	1024732	Roundtable	Roundtable: Recent Works on Leo Strauss	6
2015	1024735	Roundtable	Roundtable: Natural Rights and the Permissive Natural Law	5
2015	1024741	Roundtable	Roundtable: Recent Term of the U.S. Supreme Court	6
2015	1024747	Full Panel	War, Justice, and Peace in American Political Thought	7
2015	1024757	Roundtable	Roundtable on the Prospects for the Conservative Movement	6
2015	1024761	Full Panel	Republicanism, Morality, and the Common Good in Modern Political Philosophy	7
2015	1024774	Full Panel	American Institutions from a Constitutional Perspective	7
2015	1024913	Paper Session	Federalism’s Diverse Forms	8
2015	1024924	Paper Session	Vulnerable Migrants in the Americas	7
2015	1024948	Paper Session	Clientelism and Corruption across Dictatorship and Democracy	8
2015	1024952	Paper Session	Economic Inequality, Identity, and Democratization	8
2015	1024954	Paper Session	Electoral Manipulation	7
2015	1024957	Paper Session	Ethnic Politics across Regimes	8
2015	1024958	Paper Session	Diffusion and Regime Change	7
2015	1024962	Paper Session	Why Democratization Succeeds	7
2015	1024969	Paper Session	The Rise of Competitive Electoral Authoritarian Regimes	8
2015	1024984	Paper Session	Political Parties and the Challenges of Democratic Consolidation	6
2015	1024994	Full Panel	Christian Perspectives on Immigration Policy	5
2015	1025027	Full Panel	Nation-Building and State-Building: Understanding the Diversities of Identity, Approach, and Outcome	7
2015	1025038	Paper Session	Fiscal Politics in Federal Systems	8
2015	1025046	Paper Session	Decentralization as a Tool for Political Control	8
2015	1025050	Paper Session	The Comparative Politics of Vulnerable Migrants	7
2015	1025056	Paper Session	Intergovernmental Interaction in Federal Systems	6
2015	1025062	Paper Session	Competition, Mobilization, and Participation	7
2015	1025069	Poster Session	Poster Session: Federalism and Intergovernmental Relations	4
2015	1025080	Paper Session	Electoral Systems and Policy Positions	6
2015	1025096	Paper Session	Women's Representation	7
2015	1025097	Paper Session	Diversity and Representation Challenges	7
2015	1025106	Paper Session	Ideological Congruence and Policy Responsiveness	7
2015	1025118	Paper Session	Political Economy of Representation	7
2015	1025120	Paper Session	Grand Strategy of Global and Regional Powers	8
2015	1025135	Paper Session	Methodological Issues in Public Opinion Research	7
2015	1025137	Paper Session	Candidate Characteristics	6
2015	1025204	Poster Session	Poster Session: Qualitative Methods	8
2015	1025413	Poster Session	Poster Session: Political Thought and Philosophy: Historical Approaches	12
2015	1025467	Paper Session	Partisan Polarization in the American States	7
2015	1025539	Paper Session	DREAMers, Mobilization, and the Politics of Deferred Action	7
2015	1025566	Paper Session	The Role of Geography in the American States	7
2015	1025571	Paper Session	Localities of Immigrant Inclusion and Participation	4
2015	1025586	Paper Session	Normative Politics of Citizenship and Migration	8
2015	1025638	Paper Session	The Politics of Citizenship and Migration in East Asia	6
2015	1025665	Paper Session	Immigration Policy and the Immigrant Experience	6
2015	1025666	Paper Session	Elections and Voting in Comparative and Historical Perspective	7
2015	1025778	Paper Session	Migration and Membership in Europe	7
2015	1025788	Paper Session	Determinants of Legislative Productivity in the American States	7
2015	1025813	Paper Session	Governor Behavior	6
2015	1025824	Poster Session	Poster Session: The Politics of Communist and Former Communist Countries	10
2015	1025832	Paper Session	Understanding Clientelism	6
2015	1025833	Paper Session	Electoral Politics in Africa	7
2015	1025834	Paper Session	The Consequences of Clientelism	3
2015	1025835	Paper Session	Politics and Violence	7
2015	1025844	Paper Session	The Politics of Development	7
2015	1025845	Paper Session	Understanding Public Goods Provision	6
2015	1025846	Paper Session	State Building	5
2015	1025847	Paper Session	Decentralization and Subnational Politics	5
2015	1025848	Paper Session	The Politics of Land and Labor	7
2015	1025849	Paper Session	Conflict and Post-Conflict Dynamics	4
2015	1025850	Paper Session	Politics of Social Provision	6
2015	1025851	Paper Session	Ethnic Politics in the Developing World	5
2015	1025852	Paper Session	Corruption	4
2015	1025853	Paper Session	Elections and Representation in the Developing World	7
2015	1025854	Paper Session	Insecurity: Causes and Consequences	7
2015	1025856	Paper Session	The Politics of Taxing and Spending	6
2015	1025869	Paper Session	Borders, Geography, and Conflict in Space	8
2015	1025878	Full Panel	Biopolicy	8
2015	1025886	Full Panel	American Indian Tribal Nations:  Sovereignty, Power, and Intergovernmental Relations	5
2015	1025901	Roundtable	Political Scientists as Political Actors: The Case of School Boards	7
2015	1025906	Roundtable	Maurice Duverger and Semi-Presidentialism	6
2015	1025910	Roundtable	Why Isn’t there More Scholarly Evaluation of U.S. Wars?	6
2015	1025912	Full Panel	Political Parties and Interest Groups after Citizens United	6
2015	1025920	Paper Session	Electoral Rules and Voting Behavior	7
2015	1025944	Full Panel	Current Research in Biology and Politics	8
2015	1025954	Paper Session	Health and Education Policy Effects in the States	7
2015	1025956	Full Panel	Latinas in American Politics: Getting Elected and Effecting Policies	6
2015	1025965	Full Panel	Perspectives on the 2015 UK General Election	5
2015	1025971	Paper Session	Policy Implementation and Constitutional Reforms in the American States	6
2015	1025990	Paper Session	Social Context, Political Behavior and Public Opinion	7
2015	1026000	Paper Session	Influences on Attitudes about Immigration	6
2015	1026010	Full Panel	Liberalism, Antiquity, and the American Founding	6
2015	1026015	Poster Session	Poster Politics: State Politics and Policy	4
2015	1026019	Paper Session	The Polarization of Public Opinion	6
2015	1026021	Paper Session	Assessing the Economy:  Beliefs, Knowledge and Opinions	7
2015	1026027	Paper Session	Cueing Opinions	7
2015	1026038	Paper Session	Perspectives on Assessments of Democracy	8
2015	1026039	Paper Session	Parties, Perceptions and Public Opinion	6
2015	1026047	Paper Session	Understanding Attitudes about Social Spending	8
2015	1026054	Poster Session	Poster Session: Political Economy	3
2015	1026074	Paper Session	The Politics of Education Policy	6
2015	1026078	Paper Session	The Public Policy Process in Comparative Perspective	7
2015	1026083	Poster Session	Poster Session: Public Opinion	9
2015	1026088	Paper Session	Race, Inequality, and Public Policy	6
2015	1026097	Paper Session	Bureaucratic Policymaking	7
2015	1026104	Poster Session	Poster Session: New Political Science	5
2015	1026105	Roundtable	Roundtable on the Meaning and Legacy of the Magna Carta	5
2015	1026107	Poster Session	Poster Session: Human Rights	5
2015	1026124	Paper Session	Policy Diffusion	8
2015	1026127	Paper Session	Understanding Attitudes Of and Toward Groups	8
2015	1026128	Paper Session	Policymaking in American Federalism	7
2015	1026131	Paper Session	Stages of the Public Policy Process	7
2015	1026135	Paper Session	Politics of the Budget Process	7
2015	1026137	Paper Session	Information and Misinformation in Policymaking	7
2015	1026141	Paper Session	The Welfare State in Comparative Perspective	7
2015	1026142	Roundtable	Realism, Formalism and Empirical Studies of Judicial Decisionmaking Roundtable	6
2015	1026144	Paper Session	Environmental Policymaking in Comparative Perspective	7
2015	1026145	Paper Session	The Development and Evolution of American Bureaucracy	7
2015	1026152	Full Panel	Diversities of Intelligence Inquiry in the Post-Snowden Era	7
2015	1026154	Poster Session	Poster Session: Public Policy	13
2015	1026157	Full Panel	Takings and the American Regime: Reexamining Kelo v. New London	6
2015	1026172	Full Panel	The Obama Administration and American Federalism	7
2015	1026184	Paper Session	Using Text and Communications as Data	7
2015	1026186	Paper Session	Improving Best Practices for Statistical Analysis	6
2015	1026197	Paper Session	State and Economy in China and the Former Soviet Union	7
2015	1026201	Poster Session	Poster Session: Political Methodology	8
2015	1026202	Paper Session	Inequality, Welfare and Distributive Politics in Post-Communist Transitions	8
2015	1026211	Paper Session	Civil Society, Protest and Mass Mobilization in Post-Communist Settings	7
2015	1026224	Paper Session	Political Networks in Public Policy	7
2015	1026237	Poster Session	Poster Session: Comparative Democarization	12
2015	1026248	Paper Session	Corruption and Anti-Corruption Campaigns in Post-Communist States	7
2015	1026264	Paper Session	Ethnic Diversity and Identity Politics in Post-Communist States	7
2015	1026278	Poster Session	Poster Session: Political Networks	4
2015	1026285	Paper Session	Sources of Power and Weakness in Non-Democratic Post-Communist Regimes	7
2015	1026291	Paper Session	Participation in (Post-)Authoritarian Regimes: China, Eurasia, Eastern Europe	8
2015	1026301	Poster Session	Poster Session: International Security and Arms Control	7
2015	1026303	Paper Session	Theorizing Divergent Pathways in the Developing World	7
2015	1026304	Paper Session	Public Opinion and State-Society Relations in China	8
2015	1026305	Paper Session	Gender Politics and Human Rights in the Developing World	5
2015	1026306	Paper Session	International Economic Factors and Domestic Economy in the Developing World	6
2015	1026308	Paper Session	Diaspora and Democracy	7
2015	1026326	Poster Session	Poster Session: Comparative Politics of Developing Countries	7
2015	1026334	Full Panel	“What about the Dardanelles?” A Hundred Year Retrospective on Churchill at the Admiralty in 1915	4
