year	pid	full_name	first_name	affiliation
2018	8982110	Jim Golby	Jim	U.S. Mission to NATO
2019	10054318	Jim Golby	Jim	U.S. Mission to NATO
2020	11235527	Jim Golby	Jim	University of Texas at Austin
2021	13036553	Jim Golby	Jim	University of Texas at Austin
2018	9044537	Jim Malatras	Jim	Rockefeller Institute of Government (SUNY)
2018	9021579	Jim McAuley	Jim	University of Huddersfield
2019	10233946	Jimena Valdez	Jimena	Cornell University
2017	7875794	Jimmy Casas Klausen	Jimmy	Pontifícia Universidade Católica do Rio de Janeiro
2021	13102239	Jimmy Lim	Jimmy	McGill University
2020	11311355	Jin Gon Park	Jin Gon	
2018	9311372	JIN LU	JIN	Fordham University
2020	11301995	Jin Mi Song	Jin Mi	Seoul National University
2018	9044569	Jin Mun Jeong	Jin Mun	Yonsei University
2019	10095337	Jin Woo Kim	Jin Woo	University of Pennsylvania
2018	9311098	Jinah Kwon	Jinah	Korea University
2021	13097060	Jinah Kwon	Jinah	Korea University
2018	9046082	Jinee Lokaneeta	Jinee	Drew University
2019	10111806	Jinee Lokaneeta	Jinee	Drew University
2020	11281382	Jinee Lokaneeta	Jinee	Drew University
2019	10095398	Jing Chen	Jing	Hartwick College
2015	5647886	Jing Lin	Jing	
2019	10108803	Jing Qian	Jing	Princeton University
2021	13072854	Jing Qian	Jing	Princeton University
2019	10233794	Jing Rong Goh	Jing Rong	Nanyang Business School, Nanyang Technological University
2017	7939602	Jing Sun	Jing	University of Denver
2016	6863728	Jing Vivian Zhan	Jing	Chinese University of Hong Kong
2018	8970218	Jing Vivian Zhan	Jing	The Chinese University of Hong Kong
2019	10113266	Jing Vivian Zhan	Jing	The Chinese University of Hong Kong
2020	11303816	Jing Vivian Zhan	Jing	The Chinese University of Hong Kong
2021	13321095	Jing Xu	Jing	
2017	8207287	Jing Zhao	Jing	
2020	11268845	Jing Zhao	Jing	Tsinghua University
2018	9306911	Jingheng Li	Jingheng	UCSD
2019	10097886	Jingjing An	Jingjing	Claremont Graduate University
2020	11310307	Jingjing An	Jingjing	Claremont Graduate University
2021	13105937	Jingjing An	Jingjing	Claremont Graduate University
2018	9010116	Jingkai He	Jingkai	
2021	13385300	Jingping LIU	Jingping	HONG KONG BAPTIST UNIVERSITY
2019	10234002	Jingwei Maggie Li	Jingwei Maggie	The University of Chicago
2020	11283307	Jingyang HUANG	Jingyang	The Hong Kong University of Science and Technology
2021	13104073	Jingyang HUANG	Jingyang	The Hong Kong University of Science and Technology
2020	12283733	Jingyuan Cheng	Jingyuan	
2021	13106562	Jingyuan Cheng	Jingyuan	
2021	13106325	Jingyuan Qian	Jingyuan	University of Wisconsin-Madison
2018	9044490	Jinhyeok Jang	Jinhyeok	National Sun Yat-sen University
2019	10113184	Jinhyeok Jang	Jinhyeok	National Sun Yat-sen University
2021	13091477	Jinhyeok Jang	Jinhyeok	National Sun Yat-sen University
2021	13007181	Jinhyuk Jang	Jinhyuk	Pennsylvania State University
2019	10236724	Jinjie Dong	Jinjie	
2019	10068194	Jishnu Guha-Majumdar	Jishnu	Johns Hopkins University
2021	13007176	Jiun-Chi Lin	Jiun-Chi	National Sun Yat-sen University
2018	9310408	Jiwei Qian	Jiwei	National University of Singapore
2021	13076107	Jiwei Qian	Jiwei	National University of Singapore
2018	9044586	Jiwon Kim	Jiwon	Texas A&M International University
2020	12278240	Jiwon Lee Kim	Jiwon	Stanford University
2021	13106113	Jiwon Lee Kim	Jiwon	Stanford University
2021	13003956	Jiwon Nam	Jiwon	University of Delaware
2021	13109414	Jiyoung Cho	Jiyoung	The New School for Social Research
2021	13735701	Jiyoung Kim	Jiyoung	University of California, Los Angeles
2018	9044594	Jiyoung Ko	Jiyoung	Bates College
2019	10107815	Jiyoung Ko	Jiyoung	Bates College
2020	11277983	Jiyoung Ko	Jiyoung	Bates College
2021	13072110	Jiyoung Ko	Jiyoung	Bates College
2021	13091749	Jo Renee Formicola	Jo	Seton Hall University
2018	8947135	Jo Wuest	Jo	University of Pennsylvania
2020	11253057	Joachim Wehner	Joachim	London School of Economics
2021	13397762	Joachim Zweynert	Joachim	Witten/Herdecke University
2018	9016240	Joakim Ekman	Joakim	University of Örebro, Sweden
2017	7919605	Joakim Kreutz	Joakim	Stockholm University
2018	8992565	Joakim Kreutz	Joakim	Stockholm University
2018	9310811	Joan Barcelo	Joan	Washington University in St. Louis
2020	11282699	Joan Barcelo	Joan	New York University Abu Dhabi
2019	10110288	Joan C. Timoneda	Joan	Duke University
2020	11280065	Joan C. Timoneda	Joan	Purdue University
2015	5663008	Joan C. Tronto	Joan	University of Minnesota-Twin Cities
2016	6857791	Joan C. Tronto	Joan	University of Minnesota-Twin Cities
2017	7919021	Joan C. Tronto	Joan	University of Minnesota-Twin Cities
2019	10056968	Joan C. Tronto	Joan	University of Minnesota-Twin Cities
2018	8996447	Joan E. Cho	Joan	Wesleyan University
2015	5656380	Joan E. Cocks	Joan	Mount Holyoke College
2018	8994473	Joan E. Cocks	Joan	Mount Holyoke College
2021	13023686	Joan Eleanor O'Bryan	Joan	Stanford University
2018	9036406	Joan Grace	Joan	University of Winnipeg
2016	6868332	Joan Ricart-Huguet	Joan	Princeton University
2017	7855037	Joan Ricart-Huguet	Joan	Yale University
2018	9042119	Joan Ricart-Huguet	Joan	Yale University
2019	10130572	Joan Ricart-Huguet	Joan	Loyola University Maryland
2020	11309046	Joan Ricart-Huguet	Joan	Loyola University Maryland
2021	13107300	Joan Ricart-Huguet	Joan	Loyola University Maryland
2019	10233710	Joan Rohlfing	Joan	The Nuclear Threat Initiative
2021	13104885	Joan-Josep Vallbe	Joan-Josep	University of Barcelona
2019	10113719	Joanie Bouchard	Joanie	Laval University
2018	9048227	Joanna Bryson	Joanna	University of Bath
2019	10035417	Joanna Everitt	Joanna	University of New Brunswick Saint John
2020	11304955	Joanna Everitt	Joanna	University of New Brunswick Saint John
2021	13100643	Joanna Everitt	Joanna	University of New Brunswick Saint John
2017	7886789	Joanna Tice Jen	Joanna	Las Positas College
2016	6868590	Joanna Tice-Jen	Joanna	The Graduate Center, CUNY
2015	5650340	Joanna Vecchiarelli Scott	Joanna	Eastern Michigan University
2019	10116296	Joanna W. Wuest	Joanna	Princeton University
2020	11301689	Joanna W. Wuest	Joanna	Princeton University
2021	13090708	Joanna W. Wuest	Joanna	Princeton University
2015	5640014	Joanne Gowa	Joanne	Princeton University
2016	6857886	Joanne Gowa	Joanne	Princeton University
2018	9008984	Joanne Gowa	Joanne	Princeton University
2015	5639920	Joanne Miller	Joanne	University of Minnesota
2016	6860668	Joanne Miller	Joanne	University of Minnesota
2018	8967212	Joanne Miller	Joanne	University of Minnesota
2019	10109718	Joanne Miller	Joanne	University of Delaware
2020	11279632	Joanne Miller	Joanne	University of Delaware
2020	12277673	Joanne Murphy	Joanne	Queen's University Belfast
2018	8956344	Joannie Tremblay-Boire	Joannie	University of Maryland School of Public Policy
2019	10075677	Joannie Tremblay-Boire	Joannie	University of Maryland School of Public Policy
2020	11302975	João Carlos Amoroso Botelho	João	Federal University of Goiás
2018	9655514	Joao Carlos Magalhaes	Joao	London School of Economics
2019	10111537	João Victor Guedes-Neto	João Victor	University of Pittsburgh
2021	13093214	João Victor Guedes-Neto	João Victor	University of Pittsburgh
2018	8971794	Joaquin Artes	Joaquin	Universidad Complutense
2019	10116650	Joaquin Artes	Joaquin	Universidad Complutense
2021	13078821	Joaquin Artes	Joaquin	Universidad Complutense
2017	7931013	JoBeth Surface Shafran	JoBeth	Western Carolina University
2017	7909312	Jocelyn Evans	Jocelyn	University of West Florida
2015	5659329	Jocelyn M. Boryczka	Jocelyn	Fairfield University
2016	6860433	Jocelyn M. Boryczka	Jocelyn	Fairfield University
2017	7862196	Jocelyn M. Boryczka	Jocelyn	Fairfield University
2018	8993768	Jocelyn M. Boryczka	Jocelyn	Fairfield University
2019	10109575	Jocelyn M. Boryczka	Jocelyn	Fairfield University
2020	11279471	Jocelyn M. Boryczka	Jocelyn	Fairfield University
2021	13107690	Jocelyn M. Boryczka	Jocelyn	Fairfield University
2018	9030326	Jocelyn M. Johnston	Jocelyn	American University
2019	10086236	Jocelyn M. Johnston	Jocelyn	American University
2021	13094583	Jocelyn M. Johnston	Jocelyn	American University
2018	9056083	Jocelyn Sage Mitchell	Jocelyn	Northwestern University in Qatar
2019	10110069	Jocelyn Sage Mitchell	Jocelyn	Northwestern University in Qatar
2021	13104595	Jocelyn Sage Mitchell	Jocelyn	Northwestern University in Qatar
2020	11230038	Jocelyne Cesari	Jocelyne	University of Birmingham
2021	13109016	Jocelyne Cesari	Jocelyne	University of Birmingham
2018	9301508	Jochem van Noord	Jochem	
2019	10078994	Jochen Rehmert	Jochen	Hertie School of Governance
2018	8993842	Jodi Bruhn	Jodi	Stratéjuste Canada
2015	5605033	Jodi Dean	Jodi	Hobart & William Smith Colleges
2017	7939718	Jodi Dean	Jodi	Hobart & William Smith Colleges
2018	8994782	Jodi Dean	Jodi	Hobart & William Smith Colleges
2019	10056820	Jodi Dean	Jodi	Hobart & William Smith Colleges
2018	9248969	Jodi Greene	Jodi	Reading Area Community College
2019	10114222	Jodi Greene	Jodi	Reading Area Community College
2018	8970947	Jodi R. Sandfort	Jodi	University of Minnesota
2016	6900265	Jodi S. Finkel	Jodi	Loyola Marymount University
2016	6924916	Jody Marie LaPorte	Jody	University of Oxford
2018	9056034	Jody Marie LaPorte	Jody	University of Oxford
2021	13398901	Joe Chrisp	Joe	University of Bergen
2018	8994567	Joe Clare	Joe	Louisiana State University
2021	13072244	Joe Cozza	Joe	University of Texas, Austin
2021	13104627	Joe Kendall	Joe	European University Institute
2018	9042082	Joe Klaver	Joe	University of Michigan
2019	10095799	Joe Klaver	Joe	University of Michigan
2020	11303964	Joe Klaver	Joe	University of Michigan
2021	13092840	Joe Klaver	Joe	University of Michigan
2018	9042889	Joe Roberto Tafoya	Joe	The University of Texas at Austin
2019	10040797	Joe Roberto Tafoya	Joe	DePaul University
2015	5638831	Joe Soss	Joe	University of Minnesota, Twin Cities
2017	7951697	Joe Soss	Joe	University of Minnesota, Twin Cities
2018	8993967	Joe Soss	Joe	University of Minnesota, Twin Cities
2015	5643046	Joe Weinberg	Joe	University of Southern Mississippi
2016	6864338	Joe Weinberg	Joe	University of Southern Mississippi
2019	10114286	Joe Weinberg	Joe	University of Southern Mississippi
2020	11310862	Joe Weinberg	Joe	University of Southern Mississippi
2021	13099142	Joe Weinberg	Joe	University of Southern Mississippi
2018	8944769	Joe Wolf	Joe	Harvard University
2018	9013058	Joe Xi Chen	Joe	University of South Carolina
2019	10109748	Joel A. Johnson	Joel	Augustana University
2016	6858114	Joel A. Lieske	Joel	Cleveland State University
2018	9021341	Joel A. Lieske	Joel	Cleveland State University
2019	10112399	Joel A. Lieske	Joel	Cleveland State University
2015	5639724	Joel A. Middleton	Joel	UC Berkeley
2018	9054496	Joel A. Middleton	Joel	UC Berkeley
2020	11284273	Joel A. Middleton	Joel	UC Berkeley
2015	5651588	Joel Alden Schlosser	Joel	Bryn Mawr College
2017	7943279	Joel Alden Schlosser	Joel	Bryn Mawr College
2018	9042687	Joel Alden Schlosser	Joel	Bryn Mawr College
2019	10116709	Joel Alden Schlosser	Joel	Bryn Mawr College
2020	11309069	Joel Alden Schlosser	Joel	Bryn Mawr College
2021	13097560	Joel Alden Schlosser	Joel	Bryn Mawr College
2018	8961639	Joel Andrew Hanel	Joel	Radford University
2018	9054485	Joel D. Aberbach	Joel	UCLA Department of Political Science
2016	6900784	Joel E. Oestreich	Joel	Drexel University
2019	10066817	Joel E. Oestreich	Joel	Drexel University
2016	6874156	Joel E. Rogers	Joel	University of Wisconsin-Madison
2020	11305517	Joel E. Rogers	Joel	University of Wisconsin-Madison
2018	9308514	Joel Ivan Colon-Rios	Joel	Victoria University of Wellington
2016	7102620	Joel Mark Gora	Joel	Brooklyn Law School
2019	10232895	Joel Mehic-Parker	Joel	Washington State University
2015	5653808	Joel R. Campbell	Joel	Troy University
2016	6879789	Joel R. Campbell	Joel	Troy University
2017	7953114	Joel R. Campbell	Joel	Troy University
2018	9042580	Joel R. Campbell	Joel	Troy University
2019	10111210	Joel R. Campbell	Joel	Troy University
2020	11303289	Joel R. Campbell	Joel	Troy University
2021	13108072	Joel R. Campbell	Joel	Troy University
2019	10017835	Joel R. Wuthnow	Joel	National Defense University
2017	7951811	Joel Sawat Selway	Joel	Brigham Young University
2019	10106130	Joel Sawat Selway	Joel	Brigham Young University
2020	11276451	Joel Sawat Selway	Joel	Brigham Young University
2021	13070728	Joel Sawat Selway	Joel	Brigham Young University
2018	9054508	Joel Sievert	Joel	Texas Tech University
2019	10114871	Joel Sievert	Joel	Texas Tech University
2020	11284032	Joel Sievert	Joel	Texas Tech University
2021	13108636	Joel Sievert	Joel	Texas Tech University
2017	7954233	Joel Simmons	Joel	University of Maryland
2019	10106113	Joel Simmons	Joel	University of Maryland
2020	11310459	Joel Simmons	Joel	Georgetown University
2021	13398501	Joel Suss	Joel	London School of Economics
2021	13087418	Joelle Pianzola	Joelle	
2018	9311911	Joerg Baudner	Joerg	University of Osnabrueck
2021	13065997	Joern Ege	Joern	German Research Institute for Public Administration Speyer
2018	9030226	Johabed Georgina Olvera Esquivel	Johabed Georgina	Indiana University
2019	10086156	Johabed Georgina Olvera Esquivel	Johabed Georgina	Indiana University
2020	11259986	Johan A. Elkink	Johan	University College Dublin
2018	9307912	Johan Ahlback	Johan	
2021	13020188	Johan Lindholm	Johan	University of Umea
2021	13106042	Johan Vegelius	Johan	Department of Statistics, Uppsala University
2018	9311041	Johan Wejryd	Johan	Uppsala University
2015	5654803	Johanna Dunaway	Johanna	Texas A&M University
2016	6862353	Johanna Dunaway	Johanna	Texas A&M University
2017	7950953	Johanna Dunaway	Johanna	Texas A&M University
2018	8995792	Johanna Dunaway	Johanna	Texas A&M University
2019	10109872	Johanna Dunaway	Johanna	Texas A&M University
2020	11279747	Johanna Dunaway	Johanna	Texas A&M University
2021	13073661	Johanna Dunaway	Johanna	Texas A&M University
2019	10233639	Johanna Gereke	Johanna	Mannheimer Zentrum für Europäische Sozialforschung (MZES)
2019	10234243	Johanna Hanink	Johanna	Brown University
2019	10226548	Johanna Hornung	Johanna	TU Braunschweig
2021	13070689	Johanna Kantola	Johanna	Tampere University
2018	9044314	Johanna Kristin Birnir	Johanna	University of Maryland, College Park
2019	10111326	Johanna Kristin Birnir	Johanna	University of Maryland, College Park
2021	13074751	Johanna Kristin Birnir	Johanna	University of Maryland, College Park
2017	7891419	Johanna Rickne	Johanna	Stockholm University
2018	9054400	Johanna Rickne	Johanna	Stockholm University
2019	10118414	Johanna Rickne	Johanna	Stockholm University
2020	11287084	Johanna Rickne	Johanna	Stockholm University
2021	13080159	Johanna Rickne	Johanna	Stockholm University
2021	13092434	JOHANNA RODEHAU-NOACK	JOHANNA	LONDON SCHOOL OF ECONOMICS
2019	10038750	Johanna Schnabel	Johanna	University of Kent
2018	9022214	Johanna Solomon	Johanna	Kent State University
2016	6958933	Johannes Bergh	Johannes	Institute for social research
2018	8974199	Johannes Bergh	Johannes	Institute for social research
2021	13105166	Johannes Bergh	Johannes	Institute for social research
2019	10110618	Johannes Bubeck	Johannes	University of Mannheim
2019	10012649	Johannes Eduardo Kniess	Johannes	Princeton University
2018	8956328	Johannes Gerschewski	Johannes	Humboldt-Universität zu Berlin
2021	13366366	Johannes Kaiser	Johannes	Loughborough University
2016	6866396	Johannes Karreth	Johannes	Ursinus College
2018	9044303	Johannes Karreth	Johannes	Ursinus College
2019	10097703	Johannes Karreth	Johannes	Ursinus College
2018	9054300	Johannes Lindvall	Johannes	Lund University
2019	10118719	Johannes Lindvall	Johannes	Lund University
2021	13098384	Johannes Lindvall	Johannes	Lund University
2019	10231071	Johannes Schmitt	Johannes	German institute for Development Evaluation
2016	6865959	Johannes Urpelainen	Johannes	Columbia University
2020	11200750	Johannes Urpelainen	Johannes	Columbia University
2018	9021583	Johannes Werner Christian Schuster	Johannes Werner Christian	London School of Economics and Political Science
2019	10235040	Johannes Wiedemann	Johannes	Yale University
2020	11309277	Johannes Wiedemann	Johannes	Yale University
2021	13097726	Johannes Wiedemann	Johannes	Yale University
2015	5656809	John A. Agnew	John	University of California-Los Angeles
2020	11309862	John A. Dearborn	John	Vanderbilt University
2021	13104020	John A. Dearborn	John	Vanderbilt University
2016	6913189	John A. Gentry	John	Georgetown University
2019	10096360	John A. Gentry	John	Georgetown University
2015	5636514	John A. Henderson	John	Yale University
2019	10106559	John A. Henderson	John	Yale University
2020	11309099	John A. Henderson	John	Yale University
2018	9009575	John A. Hird	John	University of Massachusetts Amherst
2017	7924394	John A. Maltese	John	University of Georgia
2019	10033425	John A. Scherpereel	John	James Madison University
2020	11307072	John A. Scherpereel	John	James Madison University
2021	13095668	John A. Scherpereel	John	James Madison University
2018	8956073	John A. Tures	John	Lagrange College
2021	13002810	John A. Tures	John	Lagrange College
2015	5641464	John A. Vasquez	John	University of Illinois at Urbana-Champaign
2017	7878291	John A. Vasquez	John	University of Illinois at Urbana-Champaign
2018	9020967	John A. Vasquez	John	University of Illinois at Urbana-Champaign
2019	10078384	John A. Vasquez	John	University of Illinois at Urbana-Champaign
2018	8995013	John Alexander Curiel	John	University of North Carolina Chapel Hill
2019	10056982	John Alexander Curiel	John	Massachusetts Institute of Technology
2020	11309129	John Alexander Curiel	John	Ohio Northern University
2021	13097627	John Alexander Curiel	John	Ohio Northern University
